Number of tests,12/29/2020,"1,465"
Number of tests,12/30/2020,"1,300"
Number of tests,12/31/2020,68
Number of tests,01/01/2021,18
Number of tests,01/02/2021,"1,853"
Number of tests,01/03/2021,47
Number of tests,01/04/2021,"2,847"
Number of student tests,12/29/2020,674
Number of student tests,12/30/2020,552
Number of student tests,12/31/2020,14
Number of student tests,01/01/2021,
Number of student tests,01/02/2021,"1,339"
Number of student tests,01/03/2021,12
Number of student tests,01/04/2021,931
Number of employee tests,12/29/2020,791
Number of employee tests,12/30/2020,748
Number of employee tests,12/31/2020,54
Number of employee tests,01/01/2021,18
Number of employee tests,01/02/2021,514
Number of employee tests,01/03/2021,35
Number of employee tests,01/04/2021,"1,916"
"New Confirmed Positive, Total",12/29/2020,6
"New Confirmed Positive, Total",12/30/2020,3
"New Confirmed Positive, Total",12/31/2020,5
"New Confirmed Positive, Total",01/01/2021,1
"New Confirmed Positive, Total",01/02/2021,4
"New Confirmed Positive, Total",01/03/2021,1
"New Confirmed Positive, Total",01/04/2021,2
Number of tests,Total,"7,598"
Number of student tests,Total,"3,522"
Number of employee tests,Total,"4,076"
New confirmed positives,Total,22
