Number of tests,12/10/2020,"2,935"
Number of tests,12/11/2020,"3,888"
Number of tests,12/12/2020,104
Number of tests,12/13/2020,27
Number of tests,12/14/2020,"3,674"
Number of tests,12/15/2020,"2,983"
Number of tests,12/16/2020,"2,570"
Number of student tests,12/10/2020,"1,710"
Number of student tests,12/11/2020,"2,455"
Number of student tests,12/12/2020,58
Number of student tests,12/13/2020,4
Number of student tests,12/14/2020,"2,398"
Number of student tests,12/15/2020,"1,688"
Number of student tests,12/16/2020,"1,189"
Number of employee tests,12/10/2020,"1,225"
Number of employee tests,12/11/2020,"1,433"
Number of employee tests,12/12/2020,46
Number of employee tests,12/13/2020,23
Number of employee tests,12/14/2020,"1,276"
Number of employee tests,12/15/2020,"1,295"
Number of employee tests,12/16/2020,"1,381"
"New Confirmed Positive, Total",12/10/2020,2
"New Confirmed Positive, Total",12/11/2020,8
"New Confirmed Positive, Total",12/12/2020,6
"New Confirmed Positive, Total",12/13/2020,3
"New Confirmed Positive, Total",12/14/2020,4
"New Confirmed Positive, Total",12/15/2020,2
"New Confirmed Positive, Total",12/16/2020,5
Number of tests,Total,"16,181"
Number of student tests,Total,"9,502"
Number of employee tests,Total,"6,679"
New confirmed positives,Total,30
