Number of tests,27-Oct,"5,658"
Number of tests,28-Oct,"5,305"
Number of tests,29-Oct,"5,769"
Number of tests,30-Oct,"5,861"
Number of tests,31-Oct,"2,836"
Number of tests,1-Nov,"2,960"
Number of tests,2-Nov,"6,252"
Number of student tests,27-Oct,"4,405"
Number of student tests,28-Oct,"3,914"
Number of student tests,29-Oct,"4,659"
Number of student tests,30-Oct,"4,557"
Number of student tests,31-Oct,"2,710"
Number of student tests,1-Nov,"2,860"
Number of student tests,2-Nov,"5,016"
Number of employee tests,27-Oct,"1,253"
Number of employee tests,28-Oct,"1,391"
Number of employee tests,29-Oct,"1,110"
Number of employee tests,30-Oct,"1,304"
Number of employee tests,31-Oct,126
Number of employee tests,1-Nov,100
Number of employee tests,2-Nov,"1,236"
New confirmed positives,27-Oct,0
New confirmed positives,28-Oct,3
New confirmed positives,29-Oct,2
New confirmed positives,30-Oct,4
New confirmed positives,31-Oct,0
New confirmed positives,1-Nov,1
New confirmed positives,2-Nov,1
Number of tests,Total,"34,641"
Number of student tests,Total,"28,121"
Number of employee tests,Total,"6,520"
New confirmed positives,Total,11
