Number of tests,16-Oct,"5,852"
Number of tests,17-Oct,"2,878"
Number of tests,18-Oct,"2,932"
Number of tests,19-Oct,"6,259"
Number of tests,20-Oct,"5,660"
Number of tests,21-Oct,"5,419"
Number of tests,22-Oct,"5,814"
Number of student tests,16-Oct,"4,597"
Number of student tests,17-Oct,"2,748"
Number of student tests,18-Oct,"2,828"
Number of student tests,19-Oct,"5,057"
Number of student tests,20-Oct,"4,419"
Number of student tests,21-Oct,"4,000"
Number of student tests,22-Oct,"4,748"
Number of employee tests,16-Oct,"1,255"
Number of employee tests,17-Oct,130
Number of employee tests,18-Oct,104
Number of employee tests,19-Oct,"1,202"
Number of employee tests,20-Oct,"1,241"
Number of employee tests,21-Oct,"1,419"
Number of employee tests,22-Oct,"1,066"
"New Confirmed Positive, Total",16-Oct,1
"New Confirmed Positive, Total",17-Oct,1
"New Confirmed Positive, Total",18-Oct,0
"New Confirmed Positive, Total",19-Oct,3
"New Confirmed Positive, Total",20-Oct,0
"New Confirmed Positive, Total",21-Oct,3
"New Confirmed Positive, Total",22-Oct,1
Number of tests,Total,"34,814"
Number of student tests,Total,"28,397"
Number of employee tests,Total,"6,417"
"New Confirmed Positive, Total",Total,9
