Number of tests,10/09/2020,"5,965"
Number of tests,10/10/2020,"2,768"
Number of tests,10/11/2020,"3,052"
Number of tests,10/12/2020,"6,215"
Number of tests,10/13/2020,"5,546"
Number of tests,10/14/2020,"5,230"
Number of tests,10/15/2020,"5,955"
Number of student tests,10/09/2020,"4,701"
Number of student tests,10/10/2020,"2,649"
Number of student tests,10/11/2020,"2,951"
Number of student tests,10/12/2020,"5,044"
Number of student tests,10/13/2020,"4,324"
Number of student tests,10/14/2020,"3,855"
Number of student tests,10/15/2020,"4,867"
Number of employee tests,10/09/2020,"1,264"
Number of employee tests,10/10/2020,119
Number of employee tests,10/11/2020,101
Number of employee tests,10/12/2020,"1,171"
Number of employee tests,10/13/2020,"1,222"
Number of employee tests,10/14/2020,"1,375"
Number of employee tests,10/15/2020,"1,088"
"New Confirmed Positive, Total",10/09/2020,0
"New Confirmed Positive, Total",10/10/2020,0
"New Confirmed Positive, Total",10/11/2020,0
"New Confirmed Positive, Total",10/12/2020,0
"New Confirmed Positive, Total",10/13/2020,0
"New Confirmed Positive, Total",10/14/2020,2
"New Confirmed Positive, Total",10/15/2020,3
Number of tests,Total,"34,731"
Number of student tests,Total,"28,391"
Number of employee tests,Total,"6,340"
"New Confirmed Positive, Total",Total,5
