Number of tests,11/30/2020,"3,681"
Number of tests,12/01/2020,"3,095"
Number of tests,12/02/2020,"2,667"
Number of tests,12/03/2020,"3,174"
Number of tests,12/04/2020,"3,682"
Number of tests,12/05/2020,149
Number of tests,12/06/2020,24
Number of student tests,11/30/2020,"2,379"
Number of student tests,12/01/2020,"1,819"
Number of student tests,12/02/2020,"1,277"
Number of student tests,12/03/2020,"1,958"
Number of student tests,12/04/2020,"2,240"
Number of student tests,12/05/2020,101
Number of student tests,12/06/2020,5
Number of employee tests,11/30/2020,"1,302"
Number of employee tests,12/01/2020,"1,276"
Number of employee tests,12/02/2020,"1,390"
Number of employee tests,12/03/2020,"1,216"
Number of employee tests,12/04/2020,"1,442"
Number of employee tests,12/05/2020,48
Number of employee tests,12/06/2020,19
"New Confirmed Positive, Total",11/30/2020,4
"New Confirmed Positive, Total",12/01/2020,9
"New Confirmed Positive, Total",12/02/2020,3
"New Confirmed Positive, Total",12/03/2020,7
"New Confirmed Positive, Total",12/04/2020,3
"New Confirmed Positive, Total",12/05/2020,3
"New Confirmed Positive, Total",12/06/2020,4
Number of tests,Total,"16,472"
Number of student tests,Total,"9,779"
Number of employee tests,Total,"6,693"
New confirmed positives,Total,33
