Number of tests,9-Nov,"6,247"
Number of tests,10-Nov,"5,519"
Number of tests,11-Nov,"5,257"
Number of tests,12-Nov,"5,739"
Number of tests,13-Nov,"5,850"
Number of tests,14-Nov,"2,789"
Number of tests,15-Nov,"2,739"
Number of student tests,9-Nov,"5,028"
Number of student tests,10-Nov,"4,313"
Number of student tests,11-Nov,"3,885"
Number of student tests,12-Nov,"4,629"
Number of student tests,13-Nov,"4,461"
Number of student tests,14-Nov,"2,635"
Number of student tests,15-Nov,"2,634"
Number of employee tests,9-Nov,"1,219"
Number of employee tests,10-Nov,"1,206"
Number of employee tests,11-Nov,"1,372"
Number of employee tests,12-Nov,"1,110"
Number of employee tests,13-Nov,"1,389"
Number of employee tests,14-Nov,154
Number of employee tests,15-Nov,105
"New Confirmed Positive, Total",9-Nov,2
"New Confirmed Positive, Total",10-Nov,
"New Confirmed Positive, Total",11-Nov,6
"New Confirmed Positive, Total",12-Nov,14
"New Confirmed Positive, Total",13-Nov,9
"New Confirmed Positive, Total",14-Nov,6
"New Confirmed Positive, Total",15-Nov,2
Number of tests,Total,"34,140"
Number of student tests,Total,"27,585"
Number of employee tests,Total,"6,555"
New confirmed positives,Total,39
