Number of tests,16-Nov,"5,883"
Number of tests,17-Nov,"5,185"
Number of tests,18-Nov,"4,965"
Number of tests,19-Nov,"5,115"
Number of tests,20-Nov,"5,178"
Number of tests,21-Nov,"2,383"
Number of tests,22-Nov,"2,128"
Number of student tests,16-Nov,"4,532"
Number of student tests,17-Nov,"3,958"
Number of student tests,18-Nov,"3,578"
Number of student tests,19-Nov,"3,970"
Number of student tests,20-Nov,"3,756"
Number of student tests,21-Nov,"2,222"
Number of student tests,22-Nov,"1,982"
Number of employee tests,16-Nov,"1,351"
Number of employee tests,17-Nov,"1,227"
Number of employee tests,18-Nov,"1,387"
Number of employee tests,19-Nov,"1,145"
Number of employee tests,20-Nov,"1,422"
Number of employee tests,21-Nov,161
Number of employee tests,22-Nov,146
"New Confirmed Positive, Total",16-Nov,2
"New Confirmed Positive, Total",17-Nov,1
"New Confirmed Positive, Total",18-Nov,0
"New Confirmed Positive, Total",19-Nov,2
"New Confirmed Positive, Total",20-Nov,11
"New Confirmed Positive, Total",21-Nov,2
"New Confirmed Positive, Total",22-Nov,2
Number of tests,Total,"30,837"
Number of student tests,Total,"23,998"
Number of employee tests,Total,"6,839"
New confirmed positives,Total,20
