Number of tests,18-Aug,"1,208"
Number of tests,19-Aug,889
Number of tests,20-Aug,"1,083"
Number of tests,21-Aug,761
Number of tests,22-Aug,0
Number of tests,23-Aug,"1,126"
Number of tests,24-Aug,"1,475"
Number of student tests,18-Aug,"1,194"
Number of student tests,19-Aug,859
Number of student tests,20-Aug,"1,042"
Number of student tests,21-Aug,705
Number of student tests,22-Aug,0
Number of student tests,23-Aug,"1,126"
Number of student tests,24-Aug,"1,468"
Number of employee tests,18-Aug,14
Number of employee tests,19-Aug,30
Number of employee tests,20-Aug,41
Number of employee tests,21-Aug,56
Number of employee tests,22-Aug,
Number of employee tests,23-Aug,0
Number of employee tests,24-Aug,7
"New Confirmed Positive, Total",18-Aug,2
"New Confirmed Positive, Total",19-Aug,1
"New Confirmed Positive, Total",20-Aug,1
"New Confirmed Positive, Total",21-Aug,0
"New Confirmed Positive, Total",22-Aug,0
"New Confirmed Positive, Total",23-Aug,0
"New Confirmed Positive, Total",24-Aug,1
Number of tests,Total,"6,542"
Number of student tests,Total,"6,394"
Number of employee tests,Total,148
"New Confirmed Positive, Total",Total,5
