Number of tests,6-Nov,"5,735"
Number of tests,7-Nov,"2,776"
Number of tests,8-Nov,"2,990"
Number of tests,9-Nov,"6,247"
Number of tests,10-Nov,"5,520"
Number of tests,11-Nov,"5,260"
Number of tests,12-Nov,"5,747"
Number of student tests,6-Nov,"4,472"
Number of student tests,7-Nov,"2,655"
Number of student tests,8-Nov,"2,894"
Number of student tests,9-Nov,"5,029"
Number of student tests,10-Nov,"4,314"
Number of student tests,11-Nov,"3,889"
Number of student tests,12-Nov,"4,636"
Number of employee tests,6-Nov,"1,263"
Number of employee tests,7-Nov,121
Number of employee tests,8-Nov,96
Number of employee tests,9-Nov,"1,218"
Number of employee tests,10-Nov,"1,206"
Number of employee tests,11-Nov,"1,371"
Number of employee tests,12-Nov,"1,111"
"New Confirmed Positive, Total",6-Nov,2
"New Confirmed Positive, Total",7-Nov,1
"New Confirmed Positive, Total",8-Nov,1
"New Confirmed Positive, Total",9-Nov,2
"New Confirmed Positive, Total",10-Nov,
"New Confirmed Positive, Total",11-Nov,6
"New Confirmed Positive, Total",12-Nov,14
Number of tests,Total,"34,275"
Number of student tests,Total,"27,889"
Number of employee tests,Total,"6,386"
New confirmed positives,Total,26
