Number of tests,11/2/20,"6,247"
Number of tests,11/3/20,"5,601"
Number of tests,11/4/20,"5,291"
Number of tests,11/5/20,"5,855"
Number of tests,11/6/20,"5,734"
Number of tests,11/7/20,"2,777"
Number of tests,11/8/20,"2,992"
Number of student tests,11/2/20,"5,013"
Number of student tests,11/3/20,"4,392"
Number of student tests,11/4/20,"3,911"
Number of student tests,11/5/20,"4,651"
Number of student tests,11/6/20,"4,472"
Number of student tests,11/7/20,"2,656"
Number of student tests,11/8/20,"2,896"
Number of employee tests,11/2/20,"1,234"
Number of employee tests,11/3/20,"1,209"
Number of employee tests,11/4/20,"1,380"
Number of employee tests,11/5/20,"1,204"
Number of employee tests,11/6/20,"1,262"
Number of employee tests,11/7/20,121
Number of employee tests,11/8/20,96
"New Confirmed Positive, Total",11/2/20,1
"New Confirmed Positive, Total",11/3/20,2
"New Confirmed Positive, Total",11/4/20,5
"New Confirmed Positive, Total",11/5/20,2
"New Confirmed Positive, Total",11/6/20,2
"New Confirmed Positive, Total",11/7/20,1
"New Confirmed Positive, Total",11/8/20,1
Number of tests,Total,"34,497"
Number of student tests,Total,"27,991"
Number of employee tests,Total,"6,506"
New confirmed positives,Total,14
