Number of tests,14-Oct,"5,230"
Number of tests,15-Oct,"5,955"
Number of tests,16-Oct,"5,852"
Number of tests,17-Oct,"2,878"
Number of tests,18-Oct,"2,932"
Number of tests,19-Oct,"6,259"
Number of tests,20-Oct,"5,659"
Number of student tests,14-Oct,"3,855"
Number of student tests,15-Oct,"4,867"
Number of student tests,16-Oct,"4,597"
Number of student tests,17-Oct,"2,748"
Number of student tests,18-Oct,"2,828"
Number of student tests,19-Oct,"5,057"
Number of student tests,20-Oct,"4,418"
Number of employee tests,14-Oct,"1,375"
Number of employee tests,15-Oct,"1,088"
Number of employee tests,16-Oct,"1,255"
Number of employee tests,17-Oct,130
Number of employee tests,18-Oct,104
Number of employee tests,19-Oct,"1,202"
Number of employee tests,20-Oct,"1,241"
"New Confirmed Positive, Total",14-Oct,2
"New Confirmed Positive, Total",15-Oct,3
"New Confirmed Positive, Total",16-Oct,1
"New Confirmed Positive, Total",17-Oct,1
"New Confirmed Positive, Total",18-Oct,0
"New Confirmed Positive, Total",19-Oct,3
"New Confirmed Positive, Total",20-Oct,0
Number of tests,Total,"34,765"
Number of student tests,Total,"28,370"
Number of employee tests,Total,"6,395"
"New Confirmed Positive, Total",Total,10
