Number of tests,11-Sep,"5,135"
Number of tests,12-Sep,"2,793"
Number of tests,13-Sep,"2,924"
Number of tests,14-Sep,"5,987"
Number of tests,15-Sep,"5,231"
Number of tests,16-Sep,"4,981"
Number of tests,17-Sep,"5,528"
Number of student tests,11-Sep,"4,280"
Number of student tests,12-Sep,"2,715"
Number of student tests,13-Sep,"2,881"
Number of student tests,14-Sep,"4,915"
Number of student tests,15-Sep,"4,229"
Number of student tests,16-Sep,"3,744"
Number of student tests,17-Sep,"4,565"
Number of employee tests,11-Sep,855
Number of employee tests,12-Sep,78
Number of employee tests,13-Sep,43
Number of employee tests,14-Sep,"1,072"
Number of employee tests,15-Sep,"1,002"
Number of employee tests,16-Sep,"1,237"
Number of employee tests,17-Sep,963
"New Confirmed Positive, Total",11-Sep,4
"New Confirmed Positive, Total",12-Sep,3
"New Confirmed Positive, Total",13-Sep,0
"New Confirmed Positive, Total",14-Sep,0
"New Confirmed Positive, Total",15-Sep,0
"New Confirmed Positive, Total",16-Sep,1
"New Confirmed Positive, Total",17-Sep,0
Number of tests,Total,"32,579"
Number of student tests,Total,"27,329"
Number of employee tests,Total,"5,250"
"New Confirmed Positive, Total",Total,8
