Number of tests,30-Nov,"3,681"
Number of tests,1-Dec,"3,095"
Number of tests,2-Dec,"2,667"
Number of tests,3-Dec,"3,174"
Number of tests,4-Dec,"3,682"
Number of tests,5-Dec,149
Number of tests,6-Dec,24
Number of student tests,30-Nov,"2,379"
Number of student tests,1-Dec,"1,819"
Number of student tests,2-Dec,"1,277"
Number of student tests,3-Dec,"1,958"
Number of student tests,4-Dec,"2,240"
Number of student tests,5-Dec,101
Number of student tests,6-Dec,5
Number of employee tests,30-Nov,"1,302"
Number of employee tests,1-Dec,"1,276"
Number of employee tests,2-Dec,"1,390"
Number of employee tests,3-Dec,"1,216"
Number of employee tests,4-Dec,"1,442"
Number of employee tests,5-Dec,48
Number of employee tests,6-Dec,19
"New Confirmed Positive, Total",30-Nov,4
"New Confirmed Positive, Total",1-Dec,9
"New Confirmed Positive, Total",2-Dec,3
"New Confirmed Positive, Total",3-Dec,7
"New Confirmed Positive, Total",4-Dec,3
"New Confirmed Positive, Total",5-Dec,3
"New Confirmed Positive, Total",6-Dec,4
Number of tests,Total,"16,472"
Number of student tests,Total,"9,779"
Number of employee tests,Total,"6,693"
New confirmed positives,Total,33
