Number of tests,10/20/20,"5,661"
Number of tests,10/21/20,"5,419"
Number of tests,10/22/20,"5,814"
Number of tests,10/23/20,"5,813"
Number of tests,10/24/20,"2,831"
Number of tests,10/25/20,"3,055"
Number of tests,10/26/20,"6,339"
Number of student tests,10/20/20,"4,420"
Number of student tests,10/21/20,"4,000"
Number of student tests,10/22/20,"4,748"
Number of student tests,10/23/20,"4,568"
Number of student tests,10/24/20,"2,703"
Number of student tests,10/25/20,"2,941"
Number of student tests,10/26/20,"5,109"
Number of employee tests,10/20/20,"1,241"
Number of employee tests,10/21/20,"1,419"
Number of employee tests,10/22/20,"1,066"
Number of employee tests,10/23/20,"1,245"
Number of employee tests,10/24/20,128
Number of employee tests,10/25/20,114
Number of employee tests,10/26/20,"1,230"
"New Confirmed Positive, Total",10/20/20,0
"New Confirmed Positive, Total",10/21/20,3
"New Confirmed Positive, Total",10/22/20,1
"New Confirmed Positive, Total",10/23/20,2
"New Confirmed Positive, Total",10/24/20,0
"New Confirmed Positive, Total",10/25/20,0
"New Confirmed Positive, Total",10/26/20,0
Number of tests,Total,"34,932"
Number of student tests,Total,"28,489"
Number of employee tests,Total,"6,443"
"New Confirmed Positive, Total",Total,6
