Number of tests,1-Oct,"5,902"
Number of tests,2-Oct,"5,882"
Number of tests,3-Oct,"2,924"
Number of tests,4-Oct,"2,981"
Number of tests,5-Oct,"6,410"
Number of tests,6-Oct,"5,642"
Number of tests,7-Oct,"5,356"
Number of student tests,1-Oct,"4,787"
Number of student tests,2-Oct,"4,632"
Number of student tests,3-Oct,"2,795"
Number of student tests,4-Oct,"2,873"
Number of student tests,5-Oct,"5,146"
Number of student tests,6-Oct,"4,380"
Number of student tests,7-Oct,"3,927"
Number of employee tests,1-Oct,"1,115"
Number of employee tests,2-Oct,"1,250"
Number of employee tests,3-Oct,129
Number of employee tests,4-Oct,108
Number of employee tests,5-Oct,"1,264"
Number of employee tests,6-Oct,"1,262"
Number of employee tests,7-Oct,"1,429"
"New Confirmed Positive, Total",1-Oct,0
"New Confirmed Positive, Total",2-Oct,2
"New Confirmed Positive, Total",3-Oct,0
"New Confirmed Positive, Total",4-Oct,0
"New Confirmed Positive, Total",5-Oct,2
"New Confirmed Positive, Total",6-Oct,1
"New Confirmed Positive, Total",7-Oct,1
Number of tests,Total,"35,097"
Number of student tests,Total,"28,540"
Number of employee tests,Total,"6,557"
"New Confirmed Positive, Total",Total,6
