Number of tests,12/17/2020,"2,060"
Number of tests,12/18/2020,"3,750"
Number of tests,12/19/2020,163
Number of tests,12/20/2020,62
Number of tests,12/21/2020,"2,926"
Number of tests,12/22/2020,"2,719"
Number of tests,12/23/2020,"2,135"
Number of student tests,12/17/2020,"1,289"
Number of student tests,12/18/2020,"2,130"
Number of student tests,12/19/2020,99
Number of student tests,12/20/2020,16
Number of student tests,12/21/2020,"1,529"
Number of student tests,12/22/2020,"1,020"
Number of student tests,12/23/2020,632
Number of employee tests,12/17/2020,771
Number of employee tests,12/18/2020,"1,620"
Number of employee tests,12/19/2020,64
Number of employee tests,12/20/2020,46
Number of employee tests,12/21/2020,"1,397"
Number of employee tests,12/22/2020,"1,699"
Number of employee tests,12/23/2020,"1,503"
"New Confirmed Positive, Total",12/17/2020,4
"New Confirmed Positive, Total",12/18/2020,4
"New Confirmed Positive, Total",12/19/2020,5
"New Confirmed Positive, Total",12/20/2020,3
"New Confirmed Positive, Total",12/21/2020,3
"New Confirmed Positive, Total",12/22/2020,2
"New Confirmed Positive, Total",12/23/2020,1
Number of tests,Total,"13,815"
Number of student tests,Total,"6,715"
Number of employee tests,Total,"7,100"
New confirmed positives,Total,22
