Number of tests,12/15/20,"2,943"
Number of tests,12/16/20,"2,529"
Number of tests,12/17/20,"2,063"
Number of tests,12/18/20,"3,759"
Number of tests,12/19/20,163
Number of tests,12/20/20,62
Number of tests,12/21/20,"2,935"
Number of student tests,12/15/20,"1,593"
Number of student tests,12/16/20,"1,099"
Number of student tests,12/17/20,"1,290"
Number of student tests,12/18/20,"2,132"
Number of student tests,12/19/20,99
Number of student tests,12/20/20,16
Number of student tests,12/21/20,"1,529"
Number of employee tests,12/15/20,"1,350"
Number of employee tests,12/16/20,"1,430"
Number of employee tests,12/17/20,773
Number of employee tests,12/18/20,"1,627"
Number of employee tests,12/19/20,64
Number of employee tests,12/20/20,46
Number of employee tests,12/21/20,"1,406"
"New Confirmed Positive, Total",12/15/20,2
"New Confirmed Positive, Total",12/16/20,5
"New Confirmed Positive, Total",12/17/20,4
"New Confirmed Positive, Total",12/18/20,4
"New Confirmed Positive, Total",12/19/20,5
"New Confirmed Positive, Total",12/20/20,3
"New Confirmed Positive, Total",12/21/20,3
Number of tests,Total,"14,454"
Number of student tests,Total,"7,758"
Number of employee tests,Total,"6,696"
New confirmed positives,Total,26
