Number of tests,12/26/2020,"1,370"
Number of tests,12/27/2020,68
Number of tests,12/28/2020,"1,628"
Number of tests,12/29/2020,"1,464"
Number of tests,12/30/2020,"1,300"
Number of tests,12/31/2020,67
Number of tests,01/01/2021,18
Number of student tests,12/26/2020,"1,158"
Number of student tests,12/27/2020,9
Number of student tests,12/28/2020,950
Number of student tests,12/29/2020,675
Number of student tests,12/30/2020,552
Number of student tests,12/31/2020,14
Number of student tests,01/01/2021,
Number of employee tests,12/26/2020,212
Number of employee tests,12/27/2020,59
Number of employee tests,12/28/2020,678
Number of employee tests,12/29/2020,789
Number of employee tests,12/30/2020,748
Number of employee tests,12/31/2020,53
Number of employee tests,01/01/2021,18
"New Confirmed Positive, Total",12/26/2020,1
"New Confirmed Positive, Total",12/27/2020,1
"New Confirmed Positive, Total",12/28/2020,9
"New Confirmed Positive, Total",12/29/2020,6
"New Confirmed Positive, Total",12/30/2020,3
"New Confirmed Positive, Total",12/31/2020,5
"New Confirmed Positive, Total",01/01/2021,1
Number of tests,Total,"5,915"
Number of student tests,Total,"3,358"
Number of employee tests,Total,"2,557"
New confirmed positives,Total,26
