Number of tests,3-Nov,"5,601"
Number of tests,4-Nov,"5,289"
Number of tests,5-Nov,"5,854"
Number of tests,6-Nov,"5,734"
Number of tests,7-Nov,"2,776"
Number of tests,8-Nov,"2,991"
Number of tests,9-Nov,"6,249"
Number of student tests,3-Nov,"4,392"
Number of student tests,4-Nov,"3,910"
Number of student tests,5-Nov,"4,650"
Number of student tests,6-Nov,"4,472"
Number of student tests,7-Nov,"2,655"
Number of student tests,8-Nov,"2,895"
Number of student tests,9-Nov,"5,032"
Number of employee tests,3-Nov,"1,209"
Number of employee tests,4-Nov,"1,379"
Number of employee tests,5-Nov,"1,204"
Number of employee tests,6-Nov,"1,262"
Number of employee tests,7-Nov,121
Number of employee tests,8-Nov,96
Number of employee tests,9-Nov,"1,217"
"New Confirmed Positive, Total",3-Nov,2
"New Confirmed Positive, Total",4-Nov,5
"New Confirmed Positive, Total",5-Nov,2
"New Confirmed Positive, Total",6-Nov,2
"New Confirmed Positive, Total",7-Nov,1
"New Confirmed Positive, Total",8-Nov,1
"New Confirmed Positive, Total",9-Nov,2
Number of tests,Total,"34,494"
Number of student tests,Total,"28,006"
Number of employee tests,Total,"6,488"
New confirmed positives,Total,15
