Number of tests,10/2/20,"5,882"
Number of tests,10/3/20,"2,924"
Number of tests,10/4/20,"2,981"
Number of tests,10/5/20,"6,410"
Number of tests,10/6/20,"5,642"
Number of tests,10/7/20,"5,356"
Number of tests,10/8/20,"5,861"
Number of student tests,10/2/20,"4,632"
Number of student tests,10/3/20,"2,795"
Number of student tests,10/4/20,"2,873"
Number of student tests,10/5/20,"5,146"
Number of student tests,10/6/20,"4,380"
Number of student tests,10/7/20,"3,927"
Number of student tests,10/8/20,"4,723"
Number of employee tests,10/2/20,"1,250"
Number of employee tests,10/3/20,129
Number of employee tests,10/4/20,108
Number of employee tests,10/5/20,"1,264"
Number of employee tests,10/6/20,"1,262"
Number of employee tests,10/7/20,"1,429"
Number of employee tests,10/8/20,"1,138"
"New Confirmed Positive, Total",10/2/20,2
"New Confirmed Positive, Total",10/3/20,0
"New Confirmed Positive, Total",10/4/20,0
"New Confirmed Positive, Total",10/5/20,2
"New Confirmed Positive, Total",10/6/20,1
"New Confirmed Positive, Total",10/7/20,1
"New Confirmed Positive, Total",10/8/20,1
Number of tests,Total,"35,056"
Number of student tests,Total,"28,476"
Number of employee tests,Total,"6,580"
"New Confirmed Positive, Total",Total,7
