Number of tests,10/29/20,"5,767"
Number of tests,10/30/20,"5,857"
Number of tests,10/31/20,"2,833"
Number of tests,11/1/20,"2,958"
Number of tests,11/2/20,"6,249"
Number of tests,11/3/20,"5,603"
Number of tests,11/4/20,"5,293"
Number of student tests,10/29/20,"4,657"
Number of student tests,10/30/20,"4,554"
Number of student tests,10/31/20,"2,707"
Number of student tests,11/1/20,"2,858"
Number of student tests,11/2/20,"5,014"
Number of student tests,11/3/20,"4,393"
Number of student tests,11/4/20,"3,912"
Number of employee tests,10/29/20,"1,110"
Number of employee tests,10/30/20,"1,303"
Number of employee tests,10/31/20,126
Number of employee tests,11/1/20,100
Number of employee tests,11/2/20,"1,235"
Number of employee tests,11/3/20,"1,210"
Number of employee tests,11/4/20,"1,381"
"New Confirmed Positive, Total",10/29/20,2
"New Confirmed Positive, Total",10/30/20,4
"New Confirmed Positive, Total",10/31/20,
"New Confirmed Positive, Total",11/1/20,1
"New Confirmed Positive, Total",11/2/20,1
"New Confirmed Positive, Total",11/3/20,2
"New Confirmed Positive, Total",11/4/20,5
Number of tests,Total,"34,560"
Number of student tests,Total,"28,095"
Number of employee tests,Total,"6,465"
"New Confirmed Positive, Total",Total,15
