Number of tests,9-Dec,"2,650"
Number of tests,10-Dec,"2,935"
Number of tests,11-Dec,"3,889"
Number of tests,12-Dec,104
Number of tests,13-Dec,27
Number of tests,14-Dec,"3,675"
Number of tests,15-Dec,"2,984"
Number of student tests,9-Dec,"1,282"
Number of student tests,10-Dec,"1,710"
Number of student tests,11-Dec,"2,455"
Number of student tests,12-Dec,58
Number of student tests,13-Dec,4
Number of student tests,14-Dec,"2,398"
Number of student tests,15-Dec,"1,688"
Number of employee tests,9-Dec,"1,368"
Number of employee tests,10-Dec,"1,225"
Number of employee tests,11-Dec,"1,434"
Number of employee tests,12-Dec,46
Number of employee tests,13-Dec,23
Number of employee tests,14-Dec,"1,277"
Number of employee tests,15-Dec,"1,296"
"New Confirmed Positive, Total",9-Dec,2
"New Confirmed Positive, Total",10-Dec,2
"New Confirmed Positive, Total",11-Dec,8
"New Confirmed Positive, Total",12-Dec,6
"New Confirmed Positive, Total",13-Dec,3
"New Confirmed Positive, Total",14-Dec,4
"New Confirmed Positive, Total",15-Dec,2
Number of tests,Total,"16,264"
Number of student tests,Total,"9,595"
Number of employee tests,Total,"6,669"
New confirmed positives,Total,27
