Number of tests,1-Sep,"1,213"
Number of tests,2-Sep,348
Number of tests,3-Sep,"4,621"
Number of tests,4-Sep,"4,954"
Number of tests,5-Sep,"2,840"
Number of tests,6-Sep,"2,893"
Number of tests,7-Sep,"5,081"
Number of student tests,1-Sep,"1,125"
Number of student tests,2-Sep,317
Number of student tests,3-Sep,"4,213"
Number of student tests,4-Sep,"4,094"
Number of student tests,5-Sep,"2,772"
Number of student tests,6-Sep,"2,855"
Number of student tests,7-Sep,"4,409"
Number of employee tests,1-Sep,88
Number of employee tests,2-Sep,31
Number of employee tests,3-Sep,408
Number of employee tests,4-Sep,860
Number of employee tests,5-Sep,68
Number of employee tests,6-Sep,38
Number of employee tests,7-Sep,672
"New Confirmed Positive, Total",1-Sep,7
"New Confirmed Positive, Total",2-Sep,12
"New Confirmed Positive, Total",3-Sep,12
"New Confirmed Positive, Total",4-Sep,14
"New Confirmed Positive, Total",5-Sep,6
"New Confirmed Positive, Total",6-Sep,5
"New Confirmed Positive, Total",7-Sep,6
Number of tests,Total,"21,950"
Number of student tests,Total,"19,785"
Number of employee tests,Total,"2,165"
"New Confirmed Positive, Total",Total,62
