Number of tests,28-Sep,"6,290"
Number of tests,29-Sep,"5,716"
Number of tests,30-Sep,"5,501"
Number of tests,1-Oct,"5,903"
Number of tests,2-Oct,"5,877"
Number of tests,3-Oct,"2,924"
Number of tests,4-Oct,"2,980"
Number of student tests,28-Sep,"5,055"
Number of student tests,29-Sep,"4,479"
Number of student tests,30-Sep,"4,105"
Number of student tests,1-Oct,"4,787"
Number of student tests,2-Oct,"4,629"
Number of student tests,3-Oct,"2,795"
Number of student tests,4-Oct,"2,873"
Number of employee tests,28-Sep,"1,235"
Number of employee tests,29-Sep,"1,237"
Number of employee tests,30-Sep,"1,396"
Number of employee tests,1-Oct,"1,116"
Number of employee tests,2-Oct,"1,248"
Number of employee tests,3-Oct,129
Number of employee tests,4-Oct,107
"New Confirmed Positive, Total",28-Sep,1
"New Confirmed Positive, Total",29-Sep,1
"New Confirmed Positive, Total",30-Sep,0
"New Confirmed Positive, Total",1-Oct,0
"New Confirmed Positive, Total",2-Oct,2
"New Confirmed Positive, Total",3-Oct,0
"New Confirmed Positive, Total",4-Oct,0
Number of tests,Total,"35,191"
Number of student tests,Total,"28,723"
Number of employee tests,Total,"6,468"
"New Confirmed Positive, Total",Total,4
