Number of tests,7-Oct,"5,356"
Number of tests,8-Oct,"5,861"
Number of tests,9-Oct,"5,965"
Number of tests,10-Oct,"2,768"
Number of tests,11-Oct,"3,052"
Number of tests,12-Oct,"6,215"
Number of tests,13-Oct,"5,546"
Number of student tests,7-Oct,"3,927"
Number of student tests,8-Oct,"4,723"
Number of student tests,9-Oct,"4,701"
Number of student tests,10-Oct,"2,649"
Number of student tests,11-Oct,"2,951"
Number of student tests,12-Oct,"5,044"
Number of student tests,13-Oct,"4,324"
Number of employee tests,7-Oct,"1,429"
Number of employee tests,8-Oct,"1,138"
Number of employee tests,9-Oct,"1,264"
Number of employee tests,10-Oct,119
Number of employee tests,11-Oct,101
Number of employee tests,12-Oct,"1,171"
Number of employee tests,13-Oct,"1,222"
"New Confirmed Positive, Total",7-Oct,1
"New Confirmed Positive, Total",8-Oct,1
"New Confirmed Positive, Total",9-Oct,0
"New Confirmed Positive, Total",10-Oct,0
"New Confirmed Positive, Total",11-Oct,0
"New Confirmed Positive, Total",12-Oct,0
"New Confirmed Positive, Total",13-Oct,0
Number of tests,Total,"34,763"
Number of student tests,Total,"28,319"
Number of employee tests,Total,"6,444"
"New Confirmed Positive, Total",Total,2
