Number of tests,10/6/20,"5,642"
Number of tests,10/7/20,"5,356"
Number of tests,10/8/20,"5,861"
Number of tests,10/9/20,"5,965"
Number of tests,10/10/20,"2,768"
Number of tests,10/11/20,"3,052"
Number of tests,10/12/20,"6,214"
Number of student tests,10/6/20,"4,380"
Number of student tests,10/7/20,"3,927"
Number of student tests,10/8/20,"4,723"
Number of student tests,10/9/20,"4,701"
Number of student tests,10/10/20,"2,649"
Number of student tests,10/11/20,"2,951"
Number of student tests,10/12/20,"5,043"
Number of employee tests,10/6/20,"1,262"
Number of employee tests,10/7/20,"1,429"
Number of employee tests,10/8/20,"1,138"
Number of employee tests,10/9/20,"1,264"
Number of employee tests,10/10/20,119
Number of employee tests,10/11/20,101
Number of employee tests,10/12/20,"1,171"
"New Confirmed Positive, Total",10/6/20,1
"New Confirmed Positive, Total",10/7/20,1
"New Confirmed Positive, Total",10/8/20,1
"New Confirmed Positive, Total",10/9/20,0
"New Confirmed Positive, Total",10/10/20,0
"New Confirmed Positive, Total",10/11/20,0
"New Confirmed Positive, Total",10/12/20,0
Number of tests,Total,"34,858"
Number of student tests,Total,"28,374"
Number of employee tests,Total,"6,484"
"New Confirmed Positive, Total",Total,3
