Number of tests,8/19/20,889
Number of tests,8/20/20,"1,083"
Number of tests,8/21/20,761
Number of tests,8/22/20,0
Number of tests,8/23/20,"1,126"
Number of tests,8/24/20,"1,475"
Number of tests,8/25/20,"2,025"
Number of student tests,8/19/20,859
Number of student tests,8/20/20,"1,042"
Number of student tests,8/21/20,705
Number of student tests,8/22/20,0
Number of student tests,8/23/20,"1,126"
Number of student tests,8/24/20,"1,468"
Number of student tests,8/25/20,"1,992"
Number of employee tests,8/19/20,30
Number of employee tests,8/20/20,41
Number of employee tests,8/21/20,56
Number of employee tests,8/22/20,
Number of employee tests,8/23/20,0
Number of employee tests,8/24/20,7
Number of employee tests,8/25/20,33
"New Confirmed Positive, Total",8/19/20,1
"New Confirmed Positive, Total",8/20/20,1
"New Confirmed Positive, Total",8/21/20,0
"New Confirmed Positive, Total",8/22/20,0
"New Confirmed Positive, Total",8/23/20,0
"New Confirmed Positive, Total",8/24/20,1
"New Confirmed Positive, Total",8/25/20,2
Number of tests,Total,"7,359"
Number of student tests,Total,"7,192"
Number of employee tests,Total,167
"New Confirmed Positive, Total",Total,5
