Number of tests,9/14/20,"5,987"
Number of tests,9/15/20,"5,231"
Number of tests,9/16/20,"4,981"
Number of tests,9/17/20,"5,531"
Number of tests,9/18/20,"5,501"
Number of tests,9/19/20,"2,717"
Number of tests,9/20/20,"2,816"
Number of student tests,9/14/20,"4,915"
Number of student tests,9/15/20,"4,229"
Number of student tests,9/16/20,"3,744"
Number of student tests,9/17/20,"4,567"
Number of student tests,9/18/20,"4,374"
Number of student tests,9/19/20,"2,624"
Number of student tests,9/20/20,"2,746"
Number of employee tests,9/14/20,"1,072"
Number of employee tests,9/15/20,"1,002"
Number of employee tests,9/16/20,"1,237"
Number of employee tests,9/17/20,964
Number of employee tests,9/18/20,"1,127"
Number of employee tests,9/19/20,93
Number of employee tests,9/20/20,70
"New Confirmed Positive, Total",9/14/20,0
"New Confirmed Positive, Total",9/15/20,0
"New Confirmed Positive, Total",9/16/20,1
"New Confirmed Positive, Total",9/17/20,0
"New Confirmed Positive, Total",9/18/20,1
"New Confirmed Positive, Total",9/19/20,0
"New Confirmed Positive, Total",9/20/20,1
Number of tests,Total,"32,764"
Number of student tests,Total,"27,199"
Number of employee tests,Total,"5,565"
"New Confirmed Positive, Total",Total,3
